id,y
160,98.327194
161,262.095
162,148.7087
163,190.694
164,140.79248
165,93.42715
166,100.913864
167,236.59705
168,221.87349
169,171.85356
170,106.16368
171,103.792854
172,230.53471
173,105.03279
174,182.12762
175,112.47774
176,159.09943
177,230.93694
178,111.571556
179,133.55957
180,164.4039
181,115.85487
182,148.90825
183,144.05647
184,216.91684
185,154.96065
186,225.64742
187,97.238754
188,113.819405
189,96.06351
190,168.82457
191,122.15777
192,99.2512
193,180.4245
194,141.34023
195,168.91159
196,128.80113
197,180.4013
198,155.42853
199,167.81416
200,108.53532
201,75.6949
202,176.42226
203,215.07954
204,196.68607
205,216.18877
206,159.65887
207,215.58046
208,185.4824
209,147.9885
210,128.36458
211,179.79051
212,130.66519
213,93.09188
214,112.36836
215,270.49472
216,224.63014
217,202.60501
218,117.481415
219,117.35165
220,109.113
221,115.43026
222,137.28183
223,103.93326
224,100.29181
225,255.84483
226,99.134415
227,113.591255
228,112.749146
229,95.12397
230,265.29678
231,106.48471
232,179.91411
233,153.62051
234,235.23311
235,163.46887
236,187.9788
237,94.563194
238,149.71362
239,212.41745
240,244.70045
241,113.8742
