id,y
160,108.10692108759412
161,248.8743595066002
162,152.65362098642225
163,178.74748813413674
164,157.62298818283583
165,100.67936065706027
166,99.69573117389842
167,236.55816088060118
168,218.25484868303062
169,193.41311476930883
170,100.7877934532605
171,114.60859536449914
172,225.15208278885126
173,103.2347648820317
174,175.30526096414593
175,122.24708358835218
176,171.0695779815852
177,207.90734515271225
178,97.35100307277862
179,134.24519209499883
180,158.92932982321912
181,111.99773621017539
182,135.11199936509587
183,136.54938158066557
184,194.8323345832696
185,172.28471874012635
186,207.80718784125514
187,101.41430830899768
188,120.20897110467929
189,105.44483182176421
190,164.8753121688477
191,115.71475732183805
192,103.9906684072877
193,185.63629339555436
194,139.79592356819242
195,164.74104284063586
196,111.30200908969586
197,134.10938267763905
198,154.9522872171684
199,183.80817201041242
200,106.77902898318204
201,93.52807442857625
202,185.11223478857139
203,202.28159622686047
204,145.80801138032984
205,209.84752538714417
206,163.0303588258442
207,213.40839769962372
208,189.26284011884326
209,114.10986357903437
210,119.95967852936933
211,171.9282793114931
212,122.11478588162205
213,105.59633228370006
214,104.17647431040733
215,252.07881955109693
216,225.1305260149394
217,199.60645416667646
218,136.740557775201
219,132.7919000177743
220,105.65495491870232
221,129.89230161855056
222,130.11008462624966
223,112.43021536114296
224,108.76052744695806
225,229.26430546343803
226,96.84707823079799
227,111.27365938774592
228,114.22864695854719
229,94.46697496898673
230,240.5872978474977
231,123.03598528822748
232,164.86444599473964
233,155.6566052663771
234,232.28018633157967
235,141.11132604481026
236,180.78383405410227
237,106.07478085021162
238,132.57555249228767
239,197.74581516447358
240,218.6729944300521
241,105.39008873000776
