id,y
160,92.9691
161,254.86017
162,152.3951
163,203.93277
164,130.7524
165,95.7128
166,98.74246
167,286.91483
168,257.10315
169,184.4285
170,85.551994
171,100.6352
172,275.60638
173,108.97085
174,164.17847
175,105.44262
176,155.41803
177,232.08543
178,89.03358
179,126.333595
180,146.52046
181,89.23825
182,153.30502
183,165.6585
184,203.2402
185,184.67314
186,229.17
187,96.73652
188,123.6349
189,93.18268
190,153.69981
191,124.0554
192,89.12828
193,168.3602
194,141.77802
195,165.2514
196,82.08624
197,155.3908
198,141.64154
199,181.50903
200,94.30968
201,85.97066
202,155.64894
203,189.84938
204,176.6483
205,231.30975
206,160.8364
207,221.68863
208,219.5641
209,128.70326
210,118.316895
211,151.04118
212,124.68299
213,89.43152
214,97.331764
215,284.29602
216,232.34222
217,214.00528
218,119.451
219,139.46931
220,92.22385
221,122.36697
222,128.12515
223,120.94608
224,99.36412
225,239.19574
226,101.8908
227,93.39297
228,92.673775
229,82.56959
230,233.3399
231,117.388336
232,144.2237
233,140.60068
234,248.54184
235,132.9653
236,186.02295
237,89.25262
238,141.42686
239,212.90382
240,228.87805
241,112.41781
