id,y
160,106.45610362106468
161,294.8574720943009
162,185.3322614245186
163,233.54621285652127
164,165.82389466186487
165,74.6367698811333
166,90.5561653898395
167,264.28690565237025
168,271.5917728432774
169,226.4211641935535
170,73.96214981414326
171,117.50795303093356
172,246.1873117459782
173,119.47083935294326
174,205.21400418625623
175,128.73985810019695
176,152.1115266598846
177,229.9034742541819
178,80.45003580416781
179,159.71585781299524
180,169.022988294478
181,102.43720433630173
182,161.6275129300167
183,170.01804183591054
184,188.33146000796313
185,189.0006080822066
186,226.70837552661357
187,90.51350284362209
188,123.98212968095237
189,98.70318262282962
190,175.3480095629223
191,144.30404976005295
192,100.27639529921525
193,177.78513390864885
194,133.83388437636359
195,166.85956911830684
196,115.0925780207886
197,143.70331048748378
198,150.48633424614286
199,205.86702516341006
200,104.13811031296368
201,92.55648180335437
202,184.59630847598214
203,192.4439225247278
204,162.7735116056439
205,241.12016411199295
206,166.6514343113269
207,201.79031404675374
208,199.53948794688358
209,113.72171483240238
210,100.47077643812216
211,146.17855812319044
212,108.15282811642749
213,113.8690971370535
214,89.52404287054945
215,265.33763072070866
216,241.1428231749021
217,186.7966263124531
218,130.35509962002354
219,132.22906662739436
220,85.24093888732402
221,139.48694372036178
222,143.60405352088105
223,120.00785710985542
224,99.94790329529175
225,218.79152024826433
226,109.72245649791972
227,108.23135257716348
228,123.97867236406677
229,123.96703793233068
230,204.87528587496348
231,158.23247175122788
232,173.80759034975233
233,129.55211665730192
234,222.45405714799585
235,139.12528988772175
236,159.03388867024938
237,94.24917564519312
238,116.02917335543921
239,194.5578328922835
240,241.05240750499303
241,116.31810489134776
