id,y
160,103.07689583315515
161,253.2062796923113
162,165.60198163964608
163,202.6259530208762
164,152.443856078632
165,95.29183928781521
166,91.27641837307881
167,250.22458047332455
168,223.8292553164814
169,205.77204058535963
170,99.57540483110752
171,112.53871255563767
172,235.75651854892627
173,122.66590490579887
174,165.8940449971146
175,118.38280727274811
176,162.11561126627052
177,207.81536505934184
178,93.00445918063275
179,133.97000389541802
180,159.97847186498328
181,103.2931316757655
182,138.67908451320756
183,137.32640708856027
184,177.95214859612122
185,189.1239804400595
186,200.76268637123766
187,92.14278086038321
188,146.61155469277685
189,105.03038973900682
190,170.9011922590593
191,129.43937710883463
192,110.28302458015094
193,175.22267731921033
194,145.27325172408993
195,157.97941401062337
196,114.8373126507346
197,137.8153193530067
198,141.13495815259458
199,213.0806606720004
200,108.21627539731827
201,100.61915351525475
202,186.0263560339439
203,190.09937606125263
204,146.21951672674297
205,233.35896729734642
206,165.24123162027138
207,213.80884101586116
208,197.42542037260466
209,119.33228416972331
210,108.75375493557083
211,152.8194612619502
212,121.88051753330511
213,120.49708008345988
214,101.66771504356119
215,248.22976472885807
216,209.34465602879627
217,199.208846736415
218,128.0945257750901
219,144.57945468824389
220,95.16542745752709
221,130.14906767254996
222,139.30316422102024
223,116.01481915206354
224,119.68453924791129
225,227.1780751506178
226,120.94630350207181
227,112.36045395686739
228,112.71782714824285
229,112.85144406542226
230,210.56050766455576
231,136.76048777967708
232,151.4282948625249
233,144.40855209267397
234,216.32403241950314
235,129.78563790626913
236,177.06974419380057
237,111.22339943823879
238,121.73077735135364
239,186.416251981109
240,227.25342166549999
241,111.10374678240208
