id,y
160,95.70002551732668
161,227.97860931339744
162,145.883347791092
163,181.15982305486497
164,146.61915533505277
165,83.871813662167
166,61.49169040954007
167,266.5855470538969
168,220.91477499805353
169,254.30927895046804
170,45.74392916790771
171,99.70337139348582
172,222.35927955944103
173,100.09724041836071
174,165.81000508580576
175,126.59795331951702
176,150.00885034485836
177,228.5038305628866
178,102.2680763230571
179,170.18148527428664
180,171.70073260956963
181,96.32875338892478
182,161.19322250388004
183,154.6916195548698
184,207.12689222473048
185,192.17728125468926
186,189.07196801171995
187,73.59705102341294
188,153.88686547033012
189,119.47791972467851
190,194.18707671765895
191,133.75724255052975
192,91.3396787271303
193,144.0792538114838
194,162.34105217180658
195,163.46314512868966
196,104.17943102877413
197,180.16693018978714
198,142.98294765861377
199,197.0625559704111
200,102.56367422425467
201,72.15149903958908
202,173.9715458045227
203,185.39832028772278
204,167.46746409251983
205,231.39751978712275
206,154.15316026749693
207,217.59464554223032
208,213.76522073631367
209,161.04226714210574
210,125.91217192421915
211,172.63657669641384
212,153.2607358248045
213,109.4612850873181
214,99.94300102945905
215,249.68064110102554
216,205.32094740652326
217,217.77267589720466
218,141.0826901209879
219,151.00923626791015
220,52.90141372824351
221,149.78897728913157
222,152.93852554952102
223,132.04490465404658
224,92.58162132916857
225,225.31331588794154
226,80.88495497758872
227,98.00749354079002
228,121.96112906821395
229,100.6345800556482
230,169.98534599072602
231,161.98127803353105
232,155.26747450529018
233,141.31587524798096
234,236.3311090727223
235,167.3957070784784
236,188.31870045955574
237,76.43013928793351
238,174.88272416396728
239,190.66750822111015
240,220.13568329936763
241,116.4961359291044
