id,y
160,95.22562912132726
161,253.16826478823586
162,154.6101483440216
163,200.33405642754383
164,133.38541529490047
165,88.37294794455734
166,89.64917324420354
167,267.3156667580721
168,239.3247085530655
169,213.56534640915376
170,66.06817495247792
171,104.80327356788861
172,245.5666175124596
173,104.0472533335331
174,163.27430407850989
175,104.89300892185277
176,163.68020872482205
177,223.4356911994165
178,91.60984392006706
179,136.69868881997687
180,159.5286229899801
181,88.43937366434848
182,151.8282569686787
183,150.5115989531383
184,202.97093090347695
185,188.66889034175702
186,208.6567973970729
187,90.00093383966974
188,128.53628937969688
189,98.20661976341285
190,178.12674233436132
191,124.34214373445973
192,83.33930255026506
193,159.66407351347604
194,145.43049122365468
195,169.59389678977843
196,91.65544300463569
197,157.84615117914439
198,152.79696876031898
199,186.74236605681577
200,93.80754584859086
201,81.67553915012631
202,180.29486211339926
203,196.58198269109857
204,157.7071571309044
205,222.76959496923564
206,163.10105978541193
207,218.30005862343637
208,213.71926413101536
209,132.1718231453763
210,117.9813919477149
211,161.57094151873943
212,131.21988030336857
213,94.2616712637295
214,92.16382076526459
215,270.31147684955414
216,226.9199670180071
217,216.99853662042315
218,121.29836358230416
219,135.6741970502868
220,73.65854707731629
221,125.6429681743516
222,134.3529250088352
223,125.05959655497696
224,98.06697805205675
225,229.66776164782854
226,93.83216134892315
227,90.03751539147292
228,108.73930211209482
229,88.77754695965727
230,221.0411365534067
231,126.05482588695797
232,160.80793347412364
233,139.23139076534974
234,242.30917223547635
235,148.12238053653914
236,187.205072061613
237,82.95815266019743
238,146.2077611564075
239,204.92938457168506
240,225.29176722151678
241,107.85860443619579
